"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out","pred","mis","crime_factor","age_factor","race_factor","gender_factor","score_factor"
"5520",30,"M","Caucasian","25 - 45","Low","Female",2,0,1,1,1,"2014-12-19 04:46:47","2014-12-20 08:52:23",0,0,"M","25 - 45","Caucasian","Female","LowScore"
"5521",30,"M","African-American","25 - 45","Low","Male",0,-1,2,1,1,"2014-05-09 10:01:33","2014-05-10 08:28:12",0,0,"M","25 - 45","African-American","Male","LowScore"
"5522",23,"F","Hispanic","Less than 25","Low","Female",2,-2,4,1,1,"2014-06-28 12:16:41","2014-06-30 11:19:23",0,0,"F","Less than 25","Hispanic","Female","LowScore"
"5523",25,"F","African-American","25 - 45","High","Male",3,-1,10,0,0,"2013-12-21 05:42:02","2013-12-22 09:11:18",1,0,"F","25 - 45","African-American","Male","HighScore"
"5524",21,"F","African-American","Less than 25","High","Female",2,-1,8,0,0,"2013-08-23 10:37:03","2013-11-11 04:30:55",1,0,"F","Less than 25","African-American","Female","HighScore"
"5525",30,"M","Hispanic","25 - 45","Medium","Male",0,0,7,0,0,"2013-01-20 02:50:51","2013-02-12 09:16:13",1,0,"M","25 - 45","Hispanic","Male","HighScore"
"5526",22,"F","Caucasian","Less than 25","High","Male",0,-1,8,0,0,"2013-02-18 12:24:07","2013-04-17 10:32:09",1,0,"F","Less than 25","Caucasian","Male","HighScore"
"5527",20,"F","Caucasian","Less than 25","Medium","Female",0,-1,7,0,0,"2013-11-13 11:21:14","2013-11-14 01:36:21",1,0,"F","Less than 25","Caucasian","Female","HighScore"
"5528",31,"M","African-American","25 - 45","Medium","Male",1,-1,7,0,0,"2013-10-13 03:47:49","2013-10-14 08:18:17",1,0,"M","25 - 45","African-American","Male","HighScore"
"5529",52,"M","Caucasian","Greater than 45","High","Male",3,-2,9,0,0,"2013-07-27 10:50:36","2013-07-28 02:01:45",1,0,"M","Greater than 45","Caucasian","Male","HighScore"
"5530",20,"F","African-American","Less than 25","High","Female",1,0,10,0,0,"2013-11-20 09:36:33","2013-11-23 04:06:00",1,0,"F","Less than 25","African-American","Female","HighScore"
"5531",20,"F","African-American","Less than 25","Medium","Female",0,0,6,0,0,"2013-12-07 03:39:31","2013-12-07 07:28:49",1,0,"F","Less than 25","African-American","Female","HighScore"
"5532",26,"M","Caucasian","25 - 45","Medium","Female",0,-2,6,0,0,"2014-01-25 04:45:14","2014-01-26 02:13:40",1,0,"M","25 - 45","Caucasian","Female","HighScore"
"5533",30,"F","African-American","25 - 45","Medium","Male",1,0,7,0,0,"2013-03-02 01:19:52","2013-05-11 04:23:17",1,0,"F","25 - 45","African-American","Male","HighScore"
"5534",32,"F","African-American","25 - 45","Medium","Female",5,-1,7,0,0,"2013-02-17 07:51:04","2013-02-18 10:17:02",1,0,"F","25 - 45","African-American","Female","HighScore"
"5535",28,"F","African-American","25 - 45","High","Female",0,0,8,0,0,"2013-10-29 04:01:57","2013-11-27 06:51:07",1,0,"F","25 - 45","African-American","Female","HighScore"
"5536",28,"F","African-American","25 - 45","High","Female",1,-1,9,0,0,"2013-01-01 06:27:15","2013-02-09 02:24:08",1,0,"F","25 - 45","African-American","Female","HighScore"
"5537",38,"F","African-American","25 - 45","High","Male",15,-1,9,0,0,"2013-02-18 09:26:05","2013-02-20 03:43:56",1,0,"F","25 - 45","African-American","Male","HighScore"
"5538",30,"F","African-American","25 - 45","Medium","Female",2,-1,7,0,0,"2013-05-12 06:56:40","2013-05-15 02:06:25",1,0,"F","25 - 45","African-American","Female","HighScore"
"5539",41,"M","African-American","25 - 45","Medium","Female",5,0,6,0,0,"2013-11-05 02:09:51","2013-11-05 07:57:55",1,0,"M","25 - 45","African-American","Female","HighScore"
"5540",54,"F","African-American","Greater than 45","High","Male",11,-1,9,0,0,"2013-05-06 08:51:14","2013-09-13 05:58:39",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5541",23,"F","African-American","Less than 25","High","Male",2,-1,9,0,0,"2013-05-08 10:09:34","2013-07-19 06:36:57",1,0,"F","Less than 25","African-American","Male","HighScore"
"5542",32,"F","African-American","25 - 45","High","Male",14,-1,9,0,0,"2013-12-16 05:05:35","2013-12-17 08:47:25",1,0,"F","25 - 45","African-American","Male","HighScore"
"5543",24,"M","Hispanic","Less than 25","High","Male",0,-3,8,0,0,"2013-02-01 09:51:10","2013-02-02 01:42:28",1,0,"M","Less than 25","Hispanic","Male","HighScore"
"5544",20,"F","African-American","Less than 25","High","Male",0,-1,8,0,0,"2014-02-18 09:37:20","2014-02-21 04:07:45",1,0,"F","Less than 25","African-American","Male","HighScore"
"5545",22,"F","Hispanic","Less than 25","Medium","Male",0,0,7,0,0,"2013-04-20 02:16:15","2013-04-22 03:48:37",1,0,"F","Less than 25","Hispanic","Male","HighScore"
"5546",21,"M","African-American","Less than 25","Medium","Female",0,0,6,0,0,"2013-01-01 04:17:22","2013-01-02 01:14:43",1,0,"M","Less than 25","African-American","Female","HighScore"
"5547",29,"F","African-American","25 - 45","High","Male",7,-1,9,0,0,"2013-04-24 05:02:29","2013-04-25 09:15:28",1,0,"F","25 - 45","African-American","Male","HighScore"
"5548",36,"F","African-American","25 - 45","Medium","Female",0,-1,7,0,0,"2013-05-05 08:31:15","2013-05-17 08:35:57",1,0,"F","25 - 45","African-American","Female","HighScore"
"5549",30,"M","Caucasian","25 - 45","Medium","Female",0,0,6,0,0,"2013-03-22 12:02:23","2013-03-26 09:46:14",1,0,"M","25 - 45","Caucasian","Female","HighScore"
"5550",23,"F","African-American","Less than 25","Medium","Male",1,0,6,0,0,"2014-01-31 01:04:24","2014-02-01 03:16:14",1,0,"F","Less than 25","African-American","Male","HighScore"
"5551",27,"M","Hispanic","25 - 45","High","Male",0,-1,8,0,0,"2014-01-31 02:14:52","2014-02-02 04:25:26",1,0,"M","25 - 45","Hispanic","Male","HighScore"
"5552",21,"F","Caucasian","Less than 25","Medium","Female",0,0,6,0,0,"2013-02-21 05:16:18","2013-02-21 09:22:51",1,0,"F","Less than 25","Caucasian","Female","HighScore"
"5553",21,"F","Caucasian","Less than 25","Medium","Male",2,-1,6,0,0,"2013-11-06 07:01:58","2013-11-08 09:11:46",1,0,"F","Less than 25","Caucasian","Male","HighScore"
"5554",21,"M","Caucasian","Less than 25","Medium","Male",3,-8,7,0,0,"2013-08-04 03:23:17","2013-08-10 01:02:53",1,0,"M","Less than 25","Caucasian","Male","HighScore"
"5555",39,"M","Caucasian","25 - 45","Medium","Female",0,-2,6,0,0,"2013-06-18 07:12:57","2013-06-19 06:12:35",1,0,"M","25 - 45","Caucasian","Female","HighScore"
"5556",22,"F","African-American","Less than 25","Medium","Female",0,0,7,0,0,"2013-08-24 02:29:37","2013-08-24 08:38:38",1,0,"F","Less than 25","African-American","Female","HighScore"
"5557",53,"F","African-American","Greater than 45","Medium","Male",11,-1,6,0,0,"2013-04-18 08:45:19","2013-08-06 09:11:16",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5558",22,"F","African-American","Less than 25","Medium","Male",3,-1,7,0,0,"2013-02-13 05:57:01","2013-05-30 09:53:38",1,0,"F","Less than 25","African-American","Male","HighScore"
"5559",29,"F","African-American","25 - 45","Medium","Male",2,-1,6,0,0,"2013-01-06 10:04:53","2013-01-07 09:20:44",1,0,"F","25 - 45","African-American","Male","HighScore"
"5560",28,"F","African-American","25 - 45","High","Male",5,-1,10,0,0,"2013-09-10 04:03:57","2013-09-11 08:05:58",1,0,"F","25 - 45","African-American","Male","HighScore"
"5561",24,"F","Hispanic","Less than 25","High","Male",0,0,10,0,0,"2013-04-27 02:50:45","2013-04-28 03:43:53",1,0,"F","Less than 25","Hispanic","Male","HighScore"
"5562",35,"F","Asian","25 - 45","Medium","Male",0,-1,6,0,0,"2013-05-15 03:27:43","2013-08-24 05:06:24",1,0,"F","25 - 45","Asian","Male","HighScore"
"5563",23,"M","Caucasian","Less than 25","High","Male",0,-1,9,0,0,"2013-01-19 07:06:05","2013-01-20 12:29:47",1,0,"M","Less than 25","Caucasian","Male","HighScore"
"5564",32,"F","Hispanic","25 - 45","High","Male",20,0,10,0,0,"2013-01-01 05:08:53","2013-01-02 03:08:56",1,0,"F","25 - 45","Hispanic","Male","HighScore"
"5565",35,"F","African-American","25 - 45","Medium","Male",0,-1,7,0,0,"2013-04-24 07:43:40","2013-04-26 08:46:06",1,0,"F","25 - 45","African-American","Male","HighScore"
"5566",58,"F","African-American","Greater than 45","Medium","Male",6,-1,6,0,0,"2013-05-21 03:25:30","2013-10-12 05:17:10",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5567",41,"F","Caucasian","25 - 45","Medium","Male",1,-6,6,0,0,"2013-10-16 03:27:50","2013-10-22 10:32:34",1,0,"F","25 - 45","Caucasian","Male","HighScore"
"5568",24,"F","Hispanic","Less than 25","High","Male",8,0,8,0,0,"2013-04-25 02:04:02","2013-04-25 01:19:35",1,0,"F","Less than 25","Hispanic","Male","HighScore"
"5569",26,"F","Hispanic","25 - 45","Medium","Male",4,0,6,0,0,"2013-03-06 12:02:54","2013-03-06 09:47:10",1,0,"F","25 - 45","Hispanic","Male","HighScore"
"5570",21,"F","Caucasian","Less than 25","Medium","Female",0,-1,7,0,0,"2013-11-03 01:54:43","2013-11-05 05:54:27",1,0,"F","Less than 25","Caucasian","Female","HighScore"
"5571",30,"M","African-American","25 - 45","Medium","Male",1,0,7,0,0,"2013-03-04 03:53:19","2013-03-05 01:59:42",1,0,"M","25 - 45","African-American","Male","HighScore"
"5572",23,"F","Caucasian","Less than 25","High","Female",3,-1,10,0,0,"2013-02-23 12:49:04","2013-03-01 06:16:35",1,0,"F","Less than 25","Caucasian","Female","HighScore"
"5573",27,"M","Caucasian","25 - 45","High","Male",5,0,9,0,0,"2013-08-24 03:53:34","2013-08-25 08:30:23",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5574",22,"F","Other","Less than 25","High","Male",0,-1,9,0,0,"2013-02-05 04:14:37","2013-02-21 05:24:06",1,0,"F","Less than 25","Other","Male","HighScore"
"5575",22,"F","African-American","Less than 25","High","Female",0,-1,8,0,0,"2013-12-04 07:09:34","2013-12-05 09:19:46",1,0,"F","Less than 25","African-American","Female","HighScore"
"5576",31,"F","African-American","25 - 45","Medium","Female",10,-1,6,0,0,"2013-04-13 09:58:44","2013-04-14 07:39:41",1,0,"F","25 - 45","African-American","Female","HighScore"
"5577",45,"F","Caucasian","Greater than 45","Medium","Female",1,0,6,0,0,"2014-01-09 02:26:24","2014-01-10 09:06:22",1,0,"F","Greater than 45","Caucasian","Female","HighScore"
"5578",47,"F","African-American","Greater than 45","High","Male",20,-1,9,0,0,"2014-02-02 11:48:26","2014-02-04 03:57:20",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5579",22,"F","African-American","Less than 25","Medium","Male",3,-1,7,0,0,"2013-09-30 09:47:34","2013-10-01 02:07:40",1,0,"F","Less than 25","African-American","Male","HighScore"
"5580",22,"F","African-American","Less than 25","High","Male",3,0,9,0,0,"2013-04-04 07:34:43","2014-02-21 10:11:50",1,0,"F","Less than 25","African-American","Male","HighScore"
"5581",31,"F","African-American","25 - 45","Medium","Male",5,-1,7,0,0,"2013-08-21 10:33:41","2013-08-28 08:10:48",1,0,"F","25 - 45","African-American","Male","HighScore"
"5582",24,"M","African-American","Less than 25","Medium","Male",1,-1,6,0,0,"2013-09-20 03:56:36","2013-09-21 08:41:09",1,0,"M","Less than 25","African-American","Male","HighScore"
"5583",46,"F","Caucasian","Greater than 45","High","Female",2,-1,8,0,0,"2013-02-11 07:18:03","2013-03-03 05:03:27",1,0,"F","Greater than 45","Caucasian","Female","HighScore"
"5584",24,"F","Hispanic","Less than 25","High","Male",1,-6,10,0,0,"2013-08-02 10:27:58","2013-08-08 11:00:55",1,0,"F","Less than 25","Hispanic","Male","HighScore"
"5585",22,"F","African-American","Less than 25","High","Male",0,0,8,0,0,"2013-11-12 01:16:29","2013-11-12 08:32:15",1,0,"F","Less than 25","African-American","Male","HighScore"
"5586",48,"F","African-American","Greater than 45","Medium","Male",2,0,6,0,0,"2013-04-01 06:58:00","2013-04-02 12:49:07",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5587",24,"F","African-American","Less than 25","High","Male",0,0,8,0,0,"2013-04-07 02:55:12","2013-04-08 10:05:58",1,0,"F","Less than 25","African-American","Male","HighScore"
"5588",50,"F","African-American","Greater than 45","High","Male",11,0,9,0,0,"2013-09-09 01:51:41","2013-09-11 04:56:45",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5589",25,"M","African-American","25 - 45","High","Female",1,0,9,0,0,"2014-01-03 02:09:56","2014-01-03 07:33:37",1,0,"M","25 - 45","African-American","Female","HighScore"
"5590",39,"M","African-American","25 - 45","High","Male",10,-1,9,0,0,"2013-01-11 12:37:30","2013-02-21 07:26:22",1,0,"M","25 - 45","African-American","Male","HighScore"
"5591",23,"M","Other","Less than 25","High","Female",0,-1,10,0,0,"2014-01-09 02:16:17","2014-01-10 08:41:42",1,0,"M","Less than 25","Other","Female","HighScore"
"5592",27,"M","Native American","25 - 45","Medium","Male",3,0,7,0,0,"2013-11-05 04:32:08","2013-11-06 03:05:48",1,0,"M","25 - 45","Native American","Male","HighScore"
"5593",57,"F","African-American","Greater than 45","Medium","Male",11,-1,6,0,0,"2013-10-10 04:21:35","2014-02-27 09:34:33",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5594",48,"F","Caucasian","Greater than 45","Medium","Male",0,-1,7,0,0,"2013-12-29 08:36:14","2014-01-09 09:02:40",1,0,"F","Greater than 45","Caucasian","Male","HighScore"
"5595",37,"F","African-American","25 - 45","Medium","Female",3,-1,7,0,0,"2014-01-08 07:01:21","2014-02-05 10:16:46",1,0,"F","25 - 45","African-American","Female","HighScore"
"5596",28,"F","Caucasian","25 - 45","Medium","Male",2,0,6,0,0,"2013-10-15 01:07:08","2013-10-15 08:16:41",1,0,"F","25 - 45","Caucasian","Male","HighScore"
"5597",29,"M","Other","25 - 45","Medium","Male",3,0,7,0,0,"2013-12-20 05:11:31","2013-12-20 08:47:51",1,0,"M","25 - 45","Other","Male","HighScore"
"5598",35,"F","African-American","25 - 45","Medium","Male",7,-1,6,0,0,"2014-02-10 05:03:39","2014-02-11 08:51:34",1,0,"F","25 - 45","African-American","Male","HighScore"
"5599",29,"F","African-American","25 - 45","High","Male",16,-1,10,0,0,"2013-04-10 04:38:27","2013-04-27 04:55:16",1,0,"F","25 - 45","African-American","Male","HighScore"
"5600",43,"F","African-American","25 - 45","High","Male",20,0,8,0,0,"2013-01-29 02:25:12","2013-01-30 04:16:41",1,0,"F","25 - 45","African-American","Male","HighScore"
"5601",21,"F","African-American","Less than 25","High","Male",1,-1,8,0,0,"2014-03-21 01:15:52","2014-03-23 04:21:27",1,0,"F","Less than 25","African-American","Male","HighScore"
"5602",24,"M","African-American","Less than 25","High","Male",7,-1,9,0,0,"2013-05-08 07:17:42","2013-05-09 08:54:08",1,0,"M","Less than 25","African-American","Male","HighScore"
"5603",36,"M","African-American","25 - 45","High","Male",9,0,8,0,0,"2013-02-13 12:13:45","2013-02-15 09:20:16",1,0,"M","25 - 45","African-American","Male","HighScore"
"5604",22,"F","Caucasian","Less than 25","Medium","Female",1,-23,6,0,0,"2013-06-09 02:13:11","2013-06-11 01:19:51",1,0,"F","Less than 25","Caucasian","Female","HighScore"
"5605",23,"F","African-American","Less than 25","High","Male",3,-1,9,0,0,"2013-01-30 10:05:42","2013-03-05 01:14:58",1,0,"F","Less than 25","African-American","Male","HighScore"
"5606",32,"F","African-American","25 - 45","Medium","Male",1,-1,7,0,0,"2014-02-28 05:05:08","2014-03-01 10:44:41",1,0,"F","25 - 45","African-American","Male","HighScore"
"5607",63,"M","African-American","Greater than 45","High","Male",3,-1,9,0,0,"2013-03-11 01:34:23","2013-10-17 05:14:49",1,0,"M","Greater than 45","African-American","Male","HighScore"
"5608",24,"F","African-American","Less than 25","Medium","Male",2,-1,7,0,0,"2013-05-20 04:06:09","2013-05-21 07:18:03",1,0,"F","Less than 25","African-American","Male","HighScore"
"5609",21,"F","African-American","Less than 25","High","Male",1,-1,8,0,0,"2013-11-22 12:16:41","2014-03-11 01:05:27",1,0,"F","Less than 25","African-American","Male","HighScore"
"5610",26,"F","Caucasian","25 - 45","Medium","Female",0,-1,6,0,0,"2013-01-16 04:30:06","2013-01-17 03:36:21",1,0,"F","25 - 45","Caucasian","Female","HighScore"
"5611",23,"M","African-American","Less than 25","Medium","Female",6,-18,7,0,0,"2013-11-28 11:32:18","2013-12-16 06:10:23",1,0,"M","Less than 25","African-American","Female","HighScore"
"5612",24,"F","Caucasian","Less than 25","Medium","Male",2,-27,6,0,0,"2013-09-04 06:36:53","2013-09-04 06:53:03",1,0,"F","Less than 25","Caucasian","Male","HighScore"
"5613",23,"M","African-American","Less than 25","Medium","Male",2,-1,7,0,0,"2013-02-03 05:45:03","2013-02-08 11:19:06",1,0,"M","Less than 25","African-American","Male","HighScore"
"5614",39,"F","African-American","25 - 45","Medium","Male",1,-9,6,0,0,"2014-01-05 09:54:57","2014-01-10 07:58:25",1,0,"F","25 - 45","African-American","Male","HighScore"
"5615",29,"F","African-American","25 - 45","Medium","Male",2,-1,6,0,0,"2013-05-05 10:38:59","2013-06-12 05:40:10",1,0,"F","25 - 45","African-American","Male","HighScore"
"5616",31,"F","African-American","25 - 45","High","Male",0,0,10,0,0,"2014-01-20 03:43:59","2014-01-20 09:17:53",1,0,"F","25 - 45","African-American","Male","HighScore"
"5617",31,"F","African-American","25 - 45","High","Female",0,-1,8,0,0,"2013-09-16 07:41:46","2013-09-18 08:56:28",1,0,"F","25 - 45","African-American","Female","HighScore"
"5618",57,"F","African-American","Greater than 45","Medium","Male",19,-1,7,0,0,"2013-10-21 11:00:46","2014-02-16 03:07:18",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5619",29,"M","Caucasian","25 - 45","Medium","Male",1,0,6,0,0,"2014-03-18 03:06:23","2014-03-18 08:25:34",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5620",25,"M","Caucasian","25 - 45","High","Male",2,0,8,0,0,"2013-02-07 03:40:18","2013-02-19 08:46:34",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5621",37,"M","African-American","25 - 45","High","Male",18,-1,9,0,0,"2013-03-25 05:57:23","2013-03-26 07:50:11",1,0,"M","25 - 45","African-American","Male","HighScore"
"5622",20,"F","African-American","Less than 25","High","Female",0,0,8,0,0,"2014-03-23 12:24:11","2014-03-23 09:07:20",1,0,"F","Less than 25","African-American","Female","HighScore"
"5623",24,"F","Caucasian","Less than 25","Medium","Female",2,-1,7,0,0,"2013-02-06 04:14:19","2013-02-08 08:31:47",1,0,"F","Less than 25","Caucasian","Female","HighScore"
"5624",25,"M","Caucasian","25 - 45","High","Male",4,-10,10,0,0,"2013-03-05 04:57:56","2013-03-06 08:00:56",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5625",52,"M","Caucasian","Greater than 45","Medium","Female",6,0,7,0,0,"2013-05-23 01:18:11","2013-06-25 08:29:01",1,0,"M","Greater than 45","Caucasian","Female","HighScore"
"5626",24,"F","African-American","Less than 25","Medium","Female",0,-1,7,0,0,"2013-08-22 07:13:26","2013-08-23 07:19:05",1,0,"F","Less than 25","African-American","Female","HighScore"
"5627",34,"F","African-American","25 - 45","High","Female",14,-1,9,0,0,"2013-09-09 10:18:23","2013-09-13 08:09:26",1,0,"F","25 - 45","African-American","Female","HighScore"
"5628",60,"F","Caucasian","Greater than 45","Medium","Female",0,0,7,0,0,"2013-03-20 03:59:30","2013-04-02 11:35:13",1,0,"F","Greater than 45","Caucasian","Female","HighScore"
"5629",24,"F","African-American","Less than 25","Medium","Female",0,-1,7,0,0,"2013-10-06 11:32:23","2013-10-07 06:38:36",1,0,"F","Less than 25","African-American","Female","HighScore"
"5630",22,"F","Hispanic","Less than 25","Medium","Female",0,0,6,0,0,"2013-04-24 03:08:06","2013-04-24 08:19:38",1,0,"F","Less than 25","Hispanic","Female","HighScore"
"5631",24,"F","Other","Less than 25","Medium","Male",5,-1,6,0,0,"2013-10-01 10:04:46","2013-10-02 11:33:20",1,0,"F","Less than 25","Other","Male","HighScore"
"5632",23,"M","African-American","Less than 25","High","Male",0,-1,9,0,0,"2013-05-21 10:03:18","2013-05-22 08:06:02",1,0,"M","Less than 25","African-American","Male","HighScore"
"5633",22,"F","African-American","Less than 25","High","Male",0,-1,9,0,0,"2013-01-14 12:35:16","2013-01-15 06:41:16",1,0,"F","Less than 25","African-American","Male","HighScore"
"5634",24,"M","Caucasian","Less than 25","High","Male",4,-1,8,0,0,"2013-03-09 08:48:08","2013-03-10 07:11:28",1,0,"M","Less than 25","Caucasian","Male","HighScore"
"5635",23,"F","Hispanic","Less than 25","High","Male",4,-27,9,0,0,"2013-08-24 04:52:55","2013-09-20 11:57:40",1,0,"F","Less than 25","Hispanic","Male","HighScore"
"5636",21,"M","African-American","Less than 25","Medium","Male",0,-6,6,0,0,"2013-11-29 12:22:02","2013-11-29 12:51:37",1,0,"M","Less than 25","African-American","Male","HighScore"
"5637",28,"M","Hispanic","25 - 45","Medium","Male",11,0,7,0,0,"2013-10-30 04:01:31","2013-10-31 03:20:00",1,0,"M","25 - 45","Hispanic","Male","HighScore"
"5638",23,"M","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-05-09 10:04:43","2013-05-10 08:01:13",1,0,"M","Less than 25","African-American","Male","HighScore"
"5639",22,"F","African-American","Less than 25","High","Male",6,-1,9,0,0,"2013-12-18 08:38:29","2013-12-19 08:44:42",1,0,"F","Less than 25","African-American","Male","HighScore"
"5640",21,"F","Hispanic","Less than 25","High","Male",1,-8,9,0,0,"2013-08-29 09:50:39","2013-08-31 06:13:37",1,0,"F","Less than 25","Hispanic","Male","HighScore"
"5641",32,"M","African-American","25 - 45","High","Male",2,0,8,0,0,"2013-01-21 02:06:58","2013-05-10 08:38:41",1,0,"M","25 - 45","African-American","Male","HighScore"
"5642",24,"M","Caucasian","Less than 25","Medium","Female",0,-1,6,0,0,"2013-05-19 07:00:07","2013-06-12 01:57:48",1,0,"M","Less than 25","Caucasian","Female","HighScore"
"5643",28,"M","African-American","25 - 45","Medium","Male",1,-1,7,0,0,"2013-03-14 08:59:25","2013-03-16 05:45:01",1,0,"M","25 - 45","African-American","Male","HighScore"
"5644",21,"F","Hispanic","Less than 25","Medium","Male",0,0,7,0,0,"2013-10-27 02:30:11","2013-10-27 08:17:23",1,0,"F","Less than 25","Hispanic","Male","HighScore"
"5645",22,"F","African-American","Less than 25","High","Male",3,0,9,0,0,"2013-09-29 03:40:47","2013-09-29 06:47:56",1,0,"F","Less than 25","African-American","Male","HighScore"
"5646",36,"F","African-American","25 - 45","High","Male",0,0,8,0,0,"2013-02-27 01:25:04","2013-02-28 04:12:46",1,0,"F","25 - 45","African-American","Male","HighScore"
"5647",23,"M","African-American","Less than 25","High","Male",1,-1,9,0,0,"2013-08-13 04:31:54","2013-08-18 04:39:19",1,0,"M","Less than 25","African-American","Male","HighScore"
"5648",21,"F","Other","Less than 25","Medium","Male",0,-1,6,0,0,"2013-02-28 07:56:43","2013-03-02 05:27:36",1,0,"F","Less than 25","Other","Male","HighScore"
"5649",21,"F","African-American","Less than 25","High","Male",1,-1,8,0,0,"2013-04-29 10:52:26","2013-04-30 07:18:46",1,0,"F","Less than 25","African-American","Male","HighScore"
"5650",22,"F","African-American","Less than 25","Medium","Male",1,13,7,0,0,"2013-12-03 12:53:50","2014-01-16 03:17:58",1,0,"F","Less than 25","African-American","Male","HighScore"
"5651",23,"M","African-American","Less than 25","Medium","Female",0,-1,6,0,0,"2013-03-12 06:19:34","2013-03-13 08:18:42",1,0,"M","Less than 25","African-American","Female","HighScore"
"5652",30,"M","African-American","25 - 45","Medium","Male",2,-1,7,0,0,"2013-01-29 08:26:44","2013-01-30 08:54:42",1,0,"M","25 - 45","African-American","Male","HighScore"
"5653",21,"F","Caucasian","Less than 25","Medium","Female",1,-1,6,0,0,"2014-01-29 07:19:41","2014-01-31 03:52:13",1,0,"F","Less than 25","Caucasian","Female","HighScore"
"5654",30,"F","Caucasian","25 - 45","Medium","Male",6,-1,7,0,0,"2013-08-05 09:52:27","2013-08-12 07:37:35",1,0,"F","25 - 45","Caucasian","Male","HighScore"
"5655",24,"F","African-American","Less than 25","Medium","Male",4,-1,7,0,0,"2013-08-22 04:33:49","2013-08-27 01:19:42",1,0,"F","Less than 25","African-American","Male","HighScore"
"5656",30,"M","Caucasian","25 - 45","Medium","Female",7,-18,7,0,0,"2013-10-11 07:33:17","2013-10-29 05:43:13",1,0,"M","25 - 45","Caucasian","Female","HighScore"
"5657",56,"F","Caucasian","Greater than 45","High","Female",1,-1,8,0,0,"2013-01-01 08:39:42","2013-06-20 05:12:00",1,0,"F","Greater than 45","Caucasian","Female","HighScore"
"5658",21,"F","African-American","Less than 25","High","Male",1,-8,8,0,0,"2013-02-12 01:28:50","2013-02-20 09:54:56",1,0,"F","Less than 25","African-American","Male","HighScore"
"5659",23,"F","African-American","Less than 25","High","Female",1,-1,9,0,0,"2013-04-17 03:45:44","2013-04-18 09:35:33",1,0,"F","Less than 25","African-American","Female","HighScore"
"5660",25,"F","Caucasian","25 - 45","Medium","Female",5,-3,7,0,0,"2013-01-25 01:47:43","2013-01-25 09:37:49",1,0,"F","25 - 45","Caucasian","Female","HighScore"
"5661",35,"M","African-American","25 - 45","Medium","Male",2,-1,7,0,0,"2014-03-21 03:10:20","2014-03-22 08:07:10",1,0,"M","25 - 45","African-American","Male","HighScore"
"5662",55,"M","Caucasian","Greater than 45","Medium","Male",11,-1,7,0,0,"2013-05-02 03:15:21","2013-06-28 09:30:37",1,0,"M","Greater than 45","Caucasian","Male","HighScore"
"5663",34,"F","African-American","25 - 45","Medium","Male",15,-6,7,0,0,"2013-04-20 04:52:17","2013-04-26 10:39:19",1,0,"F","25 - 45","African-American","Male","HighScore"
"5664",29,"F","African-American","25 - 45","High","Female",11,-1,8,0,0,"2013-11-02 11:52:10","2013-11-03 07:25:02",1,0,"F","25 - 45","African-American","Female","HighScore"
"5665",45,"F","African-American","Greater than 45","High","Male",3,6,9,0,0,"2013-08-06 05:19:17","2013-09-11 11:36:45",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5666",46,"F","African-American","Greater than 45","Medium","Male",0,0,7,0,0,"2013-11-12 12:24:02","2013-11-13 02:28:20",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5667",26,"F","Other","25 - 45","Medium","Male",0,-1,7,0,0,"2013-02-14 12:24:49","2013-02-15 07:56:24",1,0,"F","25 - 45","Other","Male","HighScore"
"5668",30,"F","African-American","25 - 45","High","Male",11,-1,8,0,0,"2013-04-30 09:54:32","2013-05-01 08:55:25",1,0,"F","25 - 45","African-American","Male","HighScore"
"5669",29,"F","Other","25 - 45","Medium","Male",3,-1,6,0,0,"2013-05-10 05:06:24","2013-11-04 03:54:40",1,0,"F","25 - 45","Other","Male","HighScore"
"5670",45,"M","African-American","Greater than 45","Medium","Male",2,-1,6,0,0,"2013-02-01 10:14:11","2013-03-02 04:50:50",1,0,"M","Greater than 45","African-American","Male","HighScore"
"5671",43,"F","Caucasian","25 - 45","Medium","Male",9,-2,6,0,0,"2013-02-19 09:10:57","2013-02-20 06:59:39",1,0,"F","25 - 45","Caucasian","Male","HighScore"
"5672",57,"F","African-American","Greater than 45","High","Male",12,-1,9,0,0,"2013-05-28 08:29:39","2013-07-18 03:49:07",1,0,"F","Greater than 45","African-American","Male","HighScore"
